Word	uniqueID	Example image	Bigram	Percent_known	Rank (combining COCA/concreteness)	Concreteness (M)	COCA word freq (online)	COCA word freq	COCA (dispersion)	COCA (rank)	BNC freq	SUBTLEX freq	Dominant Part of Speech	Bottom-up Category (Human Raters)	Top-down Category (WordNet)	Top-down Category (manual selection)	All Bottom-up Categories	WordNet Synonyms	WordNet ID	Wordnet ID2	Wordnet ID3	Wordnet ID4	"Definition (from WordNet, Google, or Wikipedia)"	Number of word meanings in list
pantsuit	pantsuit	https://imgur.com/DSiyIJ5	0	0.96	12095.5	4.78	349	324	0.88	22160		8	Noun	clothing	clothing	clothing	"clothing, women's clothing"	"pants_suit, pantsuit"	n03885669	pants_suit%1:06:00::	pants_suit#1	pants_suit.n.01	a pair of pants and a matching jacket worn by women	1
pantyhose	pantyhose	https://imgur.com/ZtsTOaH	0	1	10314.5	5	358	278	0.83	24155		87	Noun	clothing	clothing	clothing	clothing	pantyhose	n03885904	pantyhose%1:06:00::	pantyhose#1	pantyhose.n.01	a woman's tights consisting of underpants and stockings	1
papaya	papaya	https://imgur.com/mhq8VAK	0	1	9098.5	4.87	609	596	0.89	16875		56	Noun	fruit	fruit	"food, fruit"	"fruit, tropical fruit"	papaya	n07762244	papaya%1:13:00::	papaya#2	papaya.n.02	large oval melon-like tropical fruit with yellowish flesh	1
paper	paper	https://imgur.com/1NdyKEV	0	1	919	4.93	74309	75383	0.97	519	17363	5271	Noun	office supply		office supply	"office supply, stationery, writing supply"	paper	n14974264	paper%1:27:00::	paper#1	paper.n.01	a material made of cellulose pulp derived mainly from wood or rags or certain grasses	1
paper bag	paper_bag	https://imgur.com/z8S1hMZ	1	1	7506.5	4.89	934					0	#N/A	container	container	container	"container, paper container"	"sack, poke, paper_bag, carrier_bag"	n04122825	paper_bag%1:06:00::	paper_bag#1	paper_bag.n.01	a bag made of paper or plastic for holding customer's purchases	1
paper plate	paper_plate	https://imgur.com/ySJhJ2Y	1	0.96	11642	5	178					0	#N/A				"plate, disposable kitchenware"	paper_plate	n03887603	paper_plate%1:06:00::	paper_plate#1	paper_plate.n.01	a disposable plate made of cardboard	1
paper towel	paper_towel	https://imgur.com/MSSOzIK	1	1	6926	5	795					0	#N/A				"paper product, cleaning supply"	paper_towel	n03887697	paper_towel%1:06:00::	paper_towel#1	paper_towel.n.01	a disposable towel made of absorbent paper	1
paperclip	paperclip	https://imgur.com/iVIGMds	0	1	14397.5	4.96	56	57	0.72	42824		2	Noun	office supply		office supply	office supply	"paper_clip, paperclip, gem_clip"	n03886762	paperclip%1:06:00::	paperclip#1	paperclip.n.01	a wire or plastic clip for holding sheets of paper together	1
paperweight	paperweight	https://imgur.com/N8rzYFf	0	1	13307.5	4.78	223	220	0.86	26156		21	Noun	office supply			office supply	paperweight	n03887797	paperweight%1:06:00::	paperweight#1	paperweight.n.01	a weight used to hold down a stack of papers	1
parachute	parachute	https://imgur.com/9HqmFHC	0	1	7314.5	4.78	1615	1567	0.93	9891		162	Noun				safety equipment	"parachute, chute"	n03888257	parachute%1:06:00::	parachute#1	parachute.n.01	rescue equipment consisting of a device that fills with air and retards your fall	1
parfait	parfait	https://imgur.com/oSlHDwT	0	0.93	15830.5	4.68	179	123	0.83	32477		12	Noun	dessert	"food, dessert"	"food, dessert"	dessert	parfait	n07616386	parfait%1:13:00::	parfait#1	parfait.n.01	layers of ice cream and syrup and whipped cream	1
parking meter	parking_meter	https://imgur.com/Dnp2Sqt	1	1	13553	4.89	127					0	#N/A				fee collection device	parking_meter	n03891332	parking_meter%1:06:00::	parking_meter#1	parking_meter.n.01	a coin-operated timer located next to a parking space; depositing money into it entitles you to park your car there for a specified length of time	1
parrot	parrot	https://imgur.com/yA85txY	0	1	5154.5	5	1368	1501	0.92	10220	399	167	Noun	bird	"animal, bird"	"animal, bird"	"bird, tropical bird"	parrot	n01816887	parrot%1:05:00::	parrot#1	parrot.n.01	usually brightly colored zygodactyl tropical birds with short hooked beaks and the ability to mimic sounds	1
parsley	parsley	https://imgur.com/7nu9EKW	0	1	5779.5	4.77	4610	3264	0.87	6715	383	43	Noun		food	"plant, food, vegetable"	herb	parsley	n07819896	parsley%1:13:00::	parsley#2	parsley.n.02	aromatic herb with flat or crinkly leaves that are cut finely and used to garnish food	1
pasta	pasta	https://imgur.com/BI0qaaF	0	1	3729.5	4.86	7841	6062	0.88	4538	550	216	Noun	food		food	food	"pasta, alimentary_paste"	n07698915	pasta%1:13:00::	pasta#2	pasta.n.02	shaped and dried dough made from flour and water and sometimes egg	1
pastry	pastry	https://imgur.com/4GvLoKA	0	1	3500	4.97	3446	3460	0.89	6400	504	98	Noun	"food, dessert"		"food, dessert"	"dessert, food"	pastry	n07622708	pastry%1:13:00::	pastry#2	pastry.n.02	any of various baked foods made of dough or batter	1
patch	patch	https://imgur.com/0G6cVHz	0	1	4799	4.7	7826	9155	0.92	3338	1691	888	Noun	clothing accessory		clothing accessory	clothing accessory	patch	n03897943	patch%1:06:00::	patch#3	patch.n.03	a piece of cloth used as decoration or to mend or cover a hole	1
patty	patty	https://imgur.com/SkMbhRZ	0	0.89	12607	4.38	3996	818	0.88	14491	41	564	Name	food	food	food	"food, pressed meat"	"patty, cake"	n07663899	patty%1:13:03::	patty#1	patty.n.01	small flat mass of chopped food	1
payphone	payphone	https://imgur.com/zYvzOwm	0	1	14827.5	4.79	134	117	0.69	34897		36	Noun				communication device	payphone					a public telephone that is operated by coins or by a credit or prepaid card	1
pea	pea	https://imgur.com/G4mtL60	0	1	3669	4.9	2155	4696	0.91	5284	173	199	Noun	vegetable	fruit	"food, vegetable"	vegetable	pea	n12560282	pea%1:20:02::	pea#2	pea.n.02	the fruit or seed of a pea plant	1
peach	peach	https://imgur.com/jMQMjhD	0	1	3856	4.9	3286	4183	0.93	5594	644	324	Noun	fruit	fruit	"food, fruit"	fruit	peach	n07751004	peach%1:13:00::	peach#3	peach.n.03	downy juicy fruit with sweet yellowish or whitish flesh	1
peacock	peacock	https://imgur.com/f2BnLK5	0	1	7544	5	1272	655	0.9	16024	506	261	Name	bird	"animal, bird"	"animal, bird"	bird	peacock	n01806143	peacock%1:05:01::	peacock#2	peacock.n.02	male peafowl; having a crested head and very large fanlike tail marked with iridescent eyes or spots	1
peanut	peanut	https://imgur.com/bpBIvql	0	1	3543.5	4.89	4690	5604	0.92	4671	136	630	Noun	food	fruit	food	"food, nut"	peanut	n11748811	peanut%1:20:02::	peanut#1	peanut.n.01	underground pod of the peanut vine	1
peanut butter	peanut_butter	https://imgur.com/087SIjz	1	1	4404.5	4.93	2673					0	#N/A	food	food	food	food	peanut_butter	n07855510	peanut_butter%1:13:00::	peanut_butter#1	peanut_butter.n.01	a spread made from ground peanuts	1
pear	pear	https://imgur.com/P6dRSVh	0	1	4188	4.93	2245	2950	0.9	6957	231	68	Noun	fruit	fruit	"food, fruit"	fruit	pear	n07767847	pear%1:13:00::	pear#1	pear.n.01	sweet juicy gritty-textured fruit available in many varieties	1
pearl	pearl	https://imgur.com/0J9qA9M	0	0.96	4997	4.87	8003	2737	0.9	7315	716	799	Name		decoration		"gemstone, jewelry"	pearl	n13372403	pearl%1:21:00::	pearl#1	pearl.n.01	a smooth lustrous round structure inside the shell of a clam or oyster; much valued as a jewel	1
pecan	pecan	https://imgur.com/d1Umbsb	0	1	5453	4.87	1571	2209	0.88	8439	18	48	Noun		fruit	food	nut	pecan	n07774719	pecan%1:13:00::	pecan#3	pecan.n.03	smooth brown oval nut of south central United States	1
pedal	pedal	https://imgur.com/lLOd3JS	0	1	9309	4.44	1876	2445	0.88	7914	380	104	Noun			part of car	part of bicycle	"pedal, treadle, foot_pedal, foot_lever"	n03903424	pedal%1:06:00::	pedal#2	pedal.n.02	a lever that is operated with the foot	1
pedometer	pedometer	https://imgur.com/LGcwTGX	0	1	11196.5	4.93	267	253	0.66	27385		1	Noun				fitness tracker	pedometer	n03904782	pedometer%1:06:00::	pedometer#1	pedometer.n.01	measuring instrument for recording the number of steps taken in walking	1
peeler	peeler	https://imgur.com/Yk9b211	0	1	14737	4.48	432	331	0.85	22285	23	15	Noun	kitchen tool		"kitchen tool, tool"	kitchen tool	peeler	n03904909	peeler%1:06:00::	peeler#3	peeler.n.03	a device for peeling vegetables or fruits	1
peg	peg	https://imgur.com/zaMhIzD	0	1	6931	4.93	1625	979	0.91	13013	685	1857	Name				wooden fastener	"peg, nog"	n03905540	peg%1:06:00::	peg#1	peg.n.01	a wooden pin pushed or driven into a surface	1
pelican	pelican	https://imgur.com/lSyenQZ	0	1	9731	4.96	692	368	0.88	21030		89	Noun	bird	"animal, bird"	"animal, bird"	"bird, sea bird"	pelican	n02051845	pelican%1:05:00::	pelican#1	pelican.n.01	large long-winged warm-water seabird having a large bill with a distensible pouch for fish	1
pen	pen	https://imgur.com/GLZd3Kf	0	1	2718	4.92	8986	8117	0.93	3609	2193	1261	Noun			"office supply, tool"	writing tool	pen	n03906997	pen%1:06:00::	pen#1	pen.n.01	a writing implement with a point from which ink flows	1
pencil	pencil	https://imgur.com/di7aNQi	0	1	3573	4.88	5934	5936	0.93	4450	1185	503	Noun			"office supply, tool"	writing tool	pencil	n03908204	pencil%1:06:00::	pencil#1	pencil.n.01	a thin cylindrical pointed writing implement; a rod of marking substance encased in wood	1
pencil sharpener	pencil_sharpener	https://imgur.com/tQGksPO	1	1	14409.5	4.93	65					0	#N/A	office supply		"office supply, tool"	"school supply, office supply"	pencil_sharpener	n03908714	pencil_sharpener%1:06:00::	pencil_sharpener#1	pencil_sharpener.n.01	a rotary implement for sharpening the point on pencils	1
pendulum	pendulum	https://imgur.com/mH53J4l	0	0.9	9517.5	4.69	1166	957	0.94	12965		27	Noun				scientific equipment	pendulum	n03909160	pendulum%1:06:00::	pendulum#1	pendulum.n.01	an apparatus consisting of an object mounted so that it swings freely under the influence of gravity	1
penguin	penguin	https://imgur.com/WRlIqOU	0	1	5499.5	5	2352	1312	0.8	11918	474	147	Noun	"animal, bird"	"animal, bird"	"animal, bird"	"flightless bird, animal, bird"	penguin	n02055803	penguin%1:05:00::	penguin#1	penguin.n.01	short-legged flightless birds of cold southern especially Antarctic regions having webbed feet and wings modified as flippers	1
penholder	penholder	https://imgur.com/wQT9pBf	0	0.96	19357	4.6	9					0	#N/A	office supply			office supply	penholder					a holder or handle for a pen point	1
penlight	penlight	https://imgur.com/9kFZhMC	0	0.91	15593	4.71	163	117	0.79	33420		6	Noun			"medical equipment, tool"	flashlight	penlight	n03911767	penlight%1:06:00::	penlight#1	penlight.n.01	a small flashlight resembling a fountain pen	1
pennant	pennant	https://imgur.com/W7EGtTn	0	0.96	12467	4.37	819	881	0.89	13875	85	38	Noun				"flag, decoration"	pennant	n06875288	pennant%1:10:00::	pennant#2	pennant.n.02	a flag longer than it is wide (and often tapering)	1
pepper mill	pepper_mill	https://imgur.com/I7YkxOq	1	0.97	18032	4.68	32					0	#N/A			kitchen tool	spice	"pepper_mill, pepper_grinder"	n03914337	pepper_mill%1:06:00::	pepper_mill#1	pepper_mill.n.01	a mill for grinding pepper	1
pepper	pepper1	https://imgur.com/gOGc7b3	0	1	5092.5	4.59	24158	20220	0.87	1933	965	449	Noun	vegetable	food	food	vegetable	"pepper, peppercorn"	n07815588	pepper%1:13:01::	pepper#3	pepper.n.03	pungent seasoning from the berry of the common pepper plant of East India; use whole or ground	2
pepper	pepper2	https://imgur.com/aFnMzMO	0	1	5092.5	4.59	24158	20220	0.87	1933	965	449	Noun	kitchen tool	vegetable	"food, vegetable"	kitchen tool	pepper	n07720442	pepper%1:13:02::	pepper#4	pepper.n.04	sweet and hot varieties of fruits of plants of the genus Capsicum	2
peppermint	peppermint	https://imgur.com/hR4FmRJ	0	1	12765.5	4.43	890	698	0.87	15749		71	Noun		food	food	candy	"peppermint, peppermint_candy"	n07606538	peppermint%1:13:01::	peppermint#3	peppermint.n.03	a candy flavored with peppermint oil	1
pepperoni	pepperoni	https://imgur.com/N0EI528	0	1	10038	5	401	301	0.88	22880		131	Noun	food		food	"cured meat, meat, food"	pepperoni	n07677480	pepperoni%1:13:00::	pepperoni#1	pepperoni.n.01	a pork and beef sausage (or a thin slice of this sausage)	1
perfume	perfume	https://imgur.com/eVkcXa3	0	1	6924.5	4.66	3454	3168	0.9	6687	556	583	Noun				"fragrance, beauty product"	"perfume, essence"	n03916031	perfume%1:06:00::	perfume#2	perfume.n.02	a toiletry that emits and diffuses a fragrant odor	1
periscope	periscope	https://imgur.com/PbD7FXS	0	1	13746	4.78	225	189	0.77	28792		70	Noun				observation device	periscope	n03917048	periscope%1:06:00::	periscope#1	periscope.n.01	an optical instrument that provides a view of an otherwise obstructed field	1
pesto	pesto	https://imgur.com/ibJWQiV	0	0.86	11617	4.46	1290	933	0.84	13889		25	Noun	food	food	food	"sauce, food, condiment"	pesto	n07832416	pesto%1:13:00::	pesto#1	pesto.n.01	a sauce typically served with pasta; contains crushed basil leaves and garlic and pine nuts and Parmesan cheese in olive oil	1
pet food	pet_food	https://imgur.com/CmryHrA	1	1	11181	4.89	295					0	#N/A		food		pet supply	"petfood, pet-food, pet_food"	n07805731	pet-food%1:13:00::	pet-food#1	pet-food.n.01	food prepared for animal pets	1
petal	petal	https://imgur.com/6llF1Lv	0	1	8839.5	4.57	519	1903	0.91	8977	113	45	Noun				part of flower	"petal, flower_petal"	n11690455	petal%1:20:00::	petal#1	petal.n.01	part of the perianth that is usually brightly colored	1
petri dish	petri_dish	https://imgur.com/CQrbjgr	1	0.97	16294	4.52	180					0	#N/A		container	container	"laboratory equipment, scientific equipment"	Petri_dish	n03920288	petri_dish%1:06:00::	Petri_dish#1	Petri_dish.n.01	a shallow dish used to culture bacteria	1
pheasant	pheasant	https://imgur.com/BbvBnLG	0	1	9084.5	4.75	687	903	0.83	14247	196	41	Noun	bird	"animal, bird"	"animal, bird"	bird	pheasant	n01803078	pheasant%1:05:00::	pheasant#1	pheasant.n.01	large long-tailed gallinaceous bird native to the Old World but introduced elsewhere	1
phone	phone	https://imgur.com/7ictc3w	0	1	1722.5	4.86	86964	71599	0.95	557	8126	13756	Noun				communication device	"telephone, phone, telephone_set"	n04401088	phone%1:06:00::	phone#1	phone.n.01	electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds	1
phone booth	phone_booth	https://imgur.com/7AfaYID	1	1	8978	4.89	583					0	#N/A				communication device	"telephone_booth, phone_booth, call_box, telephone_box, telephone_kiosk"	n04401680	phone_booth%1:06:00::	phone_booth#1	phone_booth.n.01	booth for using a telephone	1
photo booth	photo_booth	https://imgur.com/aHshGfT	1	1	14891	4.88	69					0	#N/A				"photography, kiosk"	photo_booth					"a vending machine or modern kiosk that contains an automated, usually coin-operated, camera and film processor"	1
photograph	photograph	https://imgur.com/Yr7c3eQ	0	1	1985	4.89	52112	22016	0.96	1649		579	Noun				image	"photograph, photo, exposure, picture, pic"	n03925226	photo%1:06:00::	photo#1	photo.n.01	a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material	1
piano	piano	https://imgur.com/uvVIkOh	0	1	2710	4.9	11214	8968	0.95	3320	1966	1268	Noun	musical instrument	musical instrument	musical instrument	musical instrument	"piano, pianoforte, forte-piano"	n03928116	piano%1:06:00::	piano#1	piano.n.01	a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds	1
pickax	pickax	https://imgur.com/aK92YAI	0	0.86	16189	4.72	119	82	0.84	36645		11	Noun	tool	tool	"weapon, tool"	tool	"pick, pickax, pickaxe"	n03929202	pickax%1:06:00::	pickax#1	pickax.n.01	a heavy iron tool with a wooden handle and a curved head that is pointed on both ends	1
pickle	pickle	https://imgur.com/HV5zzYG	0	1	8818	4.64	1021	1474	0.93	10281	138	235	Noun	food	food	food	"food, preserved food"	pickle	n07824988	pickle%1:13:00::	pickle#1	pickle.n.01	vegetables (especially cucumbers) preserved in brine or vinegar	1
pie	pie	https://imgur.com/SVuQM7V	0	1	2576.5	4.92	10207	9019	0.94	3345	1159	1466	Noun	"food, dessert"		"food, dessert"	"dessert, food"	pie	n07625493	pie%1:13:00::	pie#1	pie.n.01	dish baked in pastry-lined pan often with a pastry top	1
piecrust	piecrust	https://imgur.com/9rGrwUk	0	0.96	12815.5	4.83	215					0	#N/A			food	"pastry dough, pastry"	"pie_crust, pie_shell"	n07623263	pie_crust%1:13:00::	pie_crust#1	pie_crust.n.01	pastry used to hold pie fillings	1
pig	pig	https://imgur.com/3nORF8c	0	1	1901.5	5	6195	8307	0.95	3511	1351	1996	Noun	animal	animal	"animal, food"	"animal, farm animal"	"hog, pig, grunter, squealer, Sus_scrofa"	n02395406	pig%1:05:00::	pig#1	pig.n.01	domestic swine	1
pigeon	pigeon	https://imgur.com/icT3iF7	0	1	7034	4.71	1573	2282	0.9	8131	407	301	Noun	bird	"animal, bird"	"animal, bird"	bird	pigeon	n01811909	pigeon%1:05:00::	pigeon#1	pigeon.n.01	wild and domesticated birds having a heavy body and short legs	1
piggy bank	piggy_bank	https://imgur.com/U9ZAXjt	1	1	11837.5	4.96	188					0	#N/A		container	container	money storage container	"piggy_bank, penny_bank"	n03935335	piggy_bank%1:06:00::	piggy_bank#1	piggy_bank.n.01	a child's coin bank (often shaped like a pig)	1
piglet	piglet	https://imgur.com/GpEZmbE	0	1	11363.5	4.93	161	239	0.88	25083	41	108	Noun	animal	animal	animal	"animal, baby animal"	"piglet, piggy, shoat, shote"	n02395694	piglet%1:05:00::	piglet#1	piglet.n.01	a young pig	1
pill	pill	https://imgur.com/1Yt4sQ2	0	1	4686.5	4.72	5025	8537	0.94	3448	598	603	Noun				medicine	"pill, lozenge, tablet, tab"	n03936568	pill%1:06:00::	pill#2	pill.n.02	a dose of medicine in the form of a small pellet	1
pillbox	pillbox	https://imgur.com/j8DCAdw	0	1	12075.5	4.96	158	173	0.86	28658	41	25	Noun		container	"medical equipment, container"	medical container	pillbox	n03937751	pillbox%1:06:01::	pillbox#2	pillbox.n.02	a small case for holding pills	1
pillow	pillow	https://imgur.com/AYz8k0h	0	1	2106.5	5	5958	7122	0.9	4048	720	581	Noun	home decor		home decor	home decor	pillow	n03938244	pillow%1:06:00::	pillow#1	pillow.n.01	a cushion to support the head of a sleeping person	1
pin	pin	https://imgur.com/XPt2iyy	0	1	3136.5	4.92	4824	6000	0.93	4386	1278	835	Noun			tool	sewing accessory	pin	n03940256	pin%1:06:00::	pin#8	pin.n.08	a small slender (often pointed) piece of wood or metal used to support or fasten or attach things	1
pinball	pinball	https://imgur.com/GWy6sNc	0	0.93	14429	4.48	439	362	0.89	21092		78	Noun			electronic device	arcade game	"pinball, pinball_game"	n00459284	pinball%1:04:00::	pinball#1	pinball.n.01	a game played on a sloping board; the object is to propel marbles against pins or into pockets	1
pincushion	pincushion	https://imgur.com/coXC7zm	0	1	16357	4.69	97	89	0.84	35753		9	Noun				sewing accessory	pincushion	n03942126	pincushion%1:06:00::	pincushion#1	pincushion.n.01	a small stiff cushion into which pins are stuck ready for use	1
pine needle	pine_needle	https://imgur.com/oWJmiES	1	1	17156	4.74	40					0	#N/A				part of tree	"acerate_leaf, needle"	n13157595	needle%1:20:00::	needle#1	needle.n.01	the leaf of a conifer	1
pine tree	pine_tree	https://imgur.com/WxNsWAY	1	1	9663	4.96	375					0	#N/A		plant	plant	"tree, tree, evergreen"	"pine, pine_tree, true_pine"	n11608250	pine%1:20:00::	pine#1	pine.n.01	a coniferous tree	1
pineapple	pineapple	https://imgur.com/AVPjFHG	0	1	5109	4.94	2193	1833	0.89	9278		130	Noun	fruit	fruit	"food, fruit"	fruit	"pineapple, ananas"	n07753275	pineapple%1:13:00::	pineapple#2	pineapple.n.02	large sweet fleshy tropical fruit with a terminal tuft of stiff leaves; widely cultivated	1
pinecone	pinecone	https://imgur.com/4C7oS8R	0	0.96	13865.5	4.85	90	138	0.81	31554		13	Noun			home decor	seed	pinecone	n11683331	pinecone%1:20:00::	pinecone#1	pinecone.n.01	the seed-producing cone of a pine tree	1
ping-pong table	ping-pong_table	https://imgur.com/V3ifXoL	1	1	13801	4.93	90					0	#N/A	sports equipment	furniture	sports equipment	sports equipment	"table-tennis_table, ping-pong_table, pingpong_table"	n04381587	ping-pong_table%1:06:00::	ping-pong_table#1	ping-pong_table.n.01	a table used for playing table tennis	1
pinwheel	pinwheel	https://imgur.com/ivS6KKt	0	1	15143	4.66	186	176	0.89	28068		7	Noun	toy	toy	"home decor, toy"	toy	"pinwheel, pinwheel_wind_collector"	n03944138	pinwheel%1:06:01::	pinwheel#3	pinwheel.n.03	a toy consisting of vanes of colored paper or plastic that is pinned to a stick and spins when it is pointed into the wind	1
pipe	pipe1	https://imgur.com/EmW7Qs5	0	1	2808	4.88	8987	10432	0.95	2999	2522	989	Noun				smoking device	"pipe, tobacco_pipe"	n03945167	pipe%1:06:01::	pipe#1	pipe.n.01	a tube with a small bowl at one end; used for smoking tobacco	2
pipe	pipe2	https://imgur.com/ewdvu7j	0	1	2808	4.88	8987	10432	0.95	2999	2522	989	Noun				plumbing equipment	"pipe, pipage, piping"	n03944672	pipe%1:06:00::	pipe#2	pipe.n.02	a long tube made of metal or plastic that is used to carry water or oil or gas etc.	2
pistachio	pistachio	https://imgur.com/dGvgtOZ	0	1	8948.5	4.93	354	507	0.85	18590		77	Noun		fruit	food	nut	"pistachio, pistachio_nut"	n07775050	pistachio%1:13:00::	pistachio#2	pistachio.n.02	nut of Mediterranean trees having an edible green kernel	1
pita	pita	https://imgur.com/9wmzQ13	0	0.97	14450	4.29	788	562	0.85	17689		57	Noun	food	food	food	"bread, food"	"pita, pocket_bread"	n07683617	pita%1:13:00::	pita#1	pita.n.01	usually small round bread that can open into a pocket for filling	1
pitcher	pitcher	https://imgur.com/CcQ81w9	0	1	2442	4.93	8043	8835	0.89	3501	89	165	Noun		container	container	glassware	"pitcher, ewer"	n03950228	pitcher%1:06:00::	pitcher#2	pitcher.n.02	an open vessel with a handle and a spout for pouring	1
pitchfork	pitchfork	https://imgur.com/7y5vh5Y	0	1	10348.5	5	290	275	0.88	23752	51	35	Noun		tool	"weapon, tool"	"farm tool, garden tool"	pitchfork	n03950359	pitchfork%1:06:00::	pitchfork#1	pitchfork.n.01	a long-handled hand tool with sharp widely spaced prongs for lifting and pitching hay	1
pizza	pizza	https://imgur.com/QpGFFom	0	1	2103.5	5	9348	7130	0.93	3948	485	1709	Noun	food	food	food	food	"pizza, pizza_pie"	n07873807	pizza%1:13:00::	pizza#1	pizza.n.01	Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese	1
place mat	place_mat	https://imgur.com/3cvm391	1	1	12744.5	5	84					0	#N/A			home decor	table accessory	place_mat	n03952886	place_mat%1:06:00::	place_mat#1	place_mat.n.01	a mat serving as table linen for an individual place setting	1
plant	plant	https://imgur.com/77Wulhk	0	1	2819.5	4.76	40464	63476	0.93	623	8164	1408	Noun			plant	"vegetation, flora"	"plant, flora, plant_life"	n00017222	plant%1:03:00::	plant#2	plant.n.02	(botany) a living organism lacking the power of locomotion	1
plaster cast	plaster_cast	https://imgur.com/boJ89k9	1	1	16231.5	4.85	35					0	#N/A	medical equipment		medical equipment	"medical bandage, medical equipment"	"cast, plaster_cast, plaster_bandage"	n02979836	plaster_cast%1:06:00::	plaster_cast#1	plaster_cast.n.01	bandage consisting of a firm covering (often made of plaster of Paris) that immobilizes broken bones while they heal	1
plastic film	plastic_film	https://imgur.com/SUMOwnt	1	1	14169	4.9	87					0	#N/A				"kitchen supply, food wrap"	"film, plastic_film"	n03339296	plastic_film%1:06:00::	plastic_film#1	plastic_film.n.01	a thin sheet of (usually plastic and usually transparent) material used to wrap or cover things	1
plate	plate	https://imgur.com/Vx2WhFu	0	1	3199	4.77	22264	24592	0.94	1530	4096	1308	Noun				dinnerware	plate	n03959485	plate%1:06:00::	plate#4	plate.n.04	dish on which food is served or from which food is eaten	1
platypus	platypus	https://imgur.com/VHqCrw3	0	0.97	16081.5	4.83	82	46	0.82	43994		3	Noun	animal	animal	animal	"animal, mammal"	"platypus, duckbill, duckbilled_platypus, duck-billed_platypus, Ornithorhynchus_anatinus"	n01873310	platypus%1:05:00::	platypus#1	platypus.n.01	small densely furred aquatic monotreme of Australia and Tasmania having a broad bill and tail and webbed feet; only species in the family Ornithorhynchidae	1
playing card	playing_card	https://imgur.com/wtvsTiA	1	1	17688	4.57	81					0	#N/A				game	playing_card	n03963982	playing_card%1:06:00::	playing_card#1	playing_card.n.01	one of a pack of cards that are used to play card games	1
playpen	playpen	https://imgur.com/MmgzozI	0	1	13514	4.76	229	217	0.87	26148	22	35	Noun				baby equipment	"playpen, pen"	n03964495	playpen%1:06:00::	playpen#1	playpen.n.01	a portable enclosure in which babies may be left to play	1
pliers	pliers	https://imgur.com/YeqCt49	0	1	9137	4.93	656	479	0.87	18874	72	59	Noun	tool	tool	tool	"tool, hand tool"	"pliers, pair_of_pliers, plyers"	n03966976	pliers%1:06:00::	pliers#1	pliers.n.01	a gripping hand tool with two hinged arms and (usually) serrated jaws	1
plug	plug	https://imgur.com/7cSO2Ae	0	1	7427	4.64	2615	2668	0.92	7301	912	531	Noun				electronic component	"plug, male_plug"	n03968293	plug%1:06:03::	plug#5	plug.n.05	an electrical device with two or three pins that is inserted in a socket to make an electrical connection	1
plum	plum	https://imgur.com/EAlSvPE	0	1	5559.5	4.85	2594	2411	0.92	7800	287	174	Noun	fruit	fruit	"food, fruit"	fruit	plum	n07751451	plum%1:13:00::	plum#2	plum.n.02	any of numerous varieties of small to medium-sized round or oval fruit having a smooth skin and a single pit	1
plunger	plunger	https://imgur.com/NxGLmC1	0	1	12206	4.96	166	165	0.84	29302	51	48	Adjective	tool	tool	tool	"plumbing tool, tool"	"plunger, u""plumber's_helper""]"	n03970156	plunger%1:06:01::	plunger#3	plunger.n.03	hand tool consisting of a stick with a rubber suction cup at one end; used to clean clogged drains	1
pocket	pocket	https://imgur.com/8kRi7XC	0	1	4120	4.68	21674	23580	0.91	1625	3575	1821	Noun		container	container	"clothing feature, part of pants"	pocket	n03972524	pocket%1:06:00::	pocket#1	pocket.n.01	a small pouch inside a garment for carrying small articles	1
pocket watch	pocket_watch	https://imgur.com/32QLm2b	1	1	11183.5	4.97	223					0	#N/A				"timepiece, accessory"	pocket_watch	n03973839	pocket_watch%1:06:00::	pocket_watch#1	pocket_watch.n.01	a watch that is carried in a small watch pocket	1
pocketknife	pocketknife	https://imgur.com/AjRmLHp	0	1	12126	4.93	257	185	0.87	27795		17	Noun	tool	tool	"weapon, tool"	tool	"pocketknife, pocket_knife"	n03973628	pocketknife%1:06:00::	pocketknife#1	pocketknife.n.01	a knife with a blade that folds into the handle; suitable for carrying in the pocket	1
pogo stick	pogo_stick	https://imgur.com/NbfJV9B	1	1	13733	4.96	82					0	#N/A	toy	toy	toy	toy	pogo_stick	n03974070	pogo_stick%1:06:00::	pogo_stick#1	pogo_stick.n.01	plaything consisting of a pole with foot rests and a strong spring; propelled by jumping	1
poinsettia	poinsettia	https://imgur.com/yzkHHwu	0	0.96	11917	4.92	126	212	0.84	26790		3	Noun	plant	plant	plant	"plant, flower"	"poinsettia, Christmas_star, Christmas_flower, lobster_plant, Mexican_flameleaf, painted_leaf, Euphorbia_pulcherrima"	n12920204	poinsettia%1:20:00::	poinsettia#1	poinsettia.n.01	tropical American plant having poisonous milk and showy tapering usually scarlet petallike leaves surrounding small yellow flowers	1
poker	poker	https://imgur.com/3nylFAY	0	1	11254	4.2	3092	2179	0.92	8284	227	819	Noun			tool	fireplace tool	"poker, stove_poker, fire_hook, salamander"	n03975926	poker%1:06:00::	poker#1	poker.n.01	fire iron consisting of a metal rod with a handle; used to stir a fire	1
